name,crossing_number,strands,braid_word,jones_q,raw_braid_notation,raw_jones_t,comparable
3_1,3,2,"[1, 1, 1]",q+ q**3-q**4,"[1,1,1]",t+ t^3-t^4,true
4_1,4,3,"[1, -2, 1, -2]",q**(-2)-q**(-1)+ 1-q+ q**2,"[1,-2,1,-2]",t^(-2)-t^(-1)+ 1-t+ t^2,true
5_1,5,2,"[1, 1, 1, 1, 1]",q**2+ q**4-q**5+ q**6-q**7,"[1,1,1,1,1]",t^2+ t^4-t^5+ t^6-t^7,true
5_2,5,3,"[1, 1, 1, 2, -1, 2]",q-q**2+ 2*q**3-q**4+ q**5-q**6,"[1,1,1,2,-1,2]",t-t^2+ 2*t^3-t^4+ t^5-t^6,true
6_1,6,4,"[1, 1, 2, -1, -3, 2, -3]",q**(-2)-q**(-1)+ 2-2*q+ q**2-q**3+ q**4,"[1,1,2,-1,-3,2,-3]",t^(-2)-t^(-1)+ 2-2*t+ t^2-t^3+ t^4,true
6_2,6,3,"[1, 1, 1, -2, 1, -2]",q**(-1)-1+ 2*q-2*q**2+ 2*q**3-2*q**4+ q**5,"[1,1,1,-2,1,-2]",t^(-1)-1+ 2*t-2*t^2+ 2*t^3-2*t^4+ t^5,true
6_3,6,3,"[1, 1, -2, 1, -2, -2]",-q**(-3)+ 2*q**(-2)-2*q**(-1)+ 3-2*q+ 2*q**2-q**3,"[1,1,-2,1,-2,-2]",-t^(-3)+ 2*t^(-2)-2*t^(-1)+ 3-2*t+ 2*t^2-t^3,true
7_1,7,2,"[1, 1, 1, 1, 1, 1, 1]",q**3+ q**5-q**6+ q**7-q**8+ q**9-q**10,"[1,1,1,1,1,1,1]",t^3+ t^5-t^6+ t^7-t^8+ t^9-t^10,true
7_2,7,4,"[1, 1, 1, 2, -1, 2, 3, -2, 3]",q-q**2+ 2*q**3-2*q**4+ 2*q**5-q**6+ q**7-q**8,"[1,1,1,2,-1,2,3,-2,3]",t-t^2+ 2*t^3-2*t^4+ 2*t^5-t^6+ t^7-t^8,true
7_3,7,3,"[1, 1, 1, 1, 1, 2, -1, 2]",q**2-q**3+ 2*q**4-2*q**5+ 3*q**6-2*q**7+ q**8-q**9,"[1,1,1,1,1,2,-1,2]",t^2-t^3+ 2*t^4-2*t^5+ 3*t^6-2*t^7+ t^8-t^9,true
7_4,7,4,"[1, 1, 2, -1, 2, 2, 3, -2, 3]",q-2*q**2+ 3*q**3-2*q**4+ 3*q**5-2*q**6+ q**7-q**8,"[1,1,2,-1,2,2,3,-2,3]",t-2*t^2+ 3*t^3-2*t^4+ 3*t^5-2*t^6+ t^7-t^8,true
7_5,7,3,"[1, 1, 1, 1, 2, -1, 2, 2]",q**2-q**3+ 3*q**4-3*q**5+ 3*q**6-3*q**7+ 2*q**8-q**9,"[1,1,1,1,2,-1,2,2]",t^2-t^3+ 3*t^4-3*t^5+ 3*t^6-3*t^7+ 2*t^8-t^9,true
7_6,7,4,"[1, 1, -2, 1, 3, -2, 3]",q**(-1)-2+ 3*q-3*q**2+ 4*q**3-3*q**4+ 2*q**5-q**6,"[1,1,-2,1,3,-2,3]",t^(-1)-2+ 3*t-3*t^2+ 4*t^3-3*t^4+ 2*t^5-t^6,true
7_7,7,4,"[-1, 2, -1, 2, -3, 2, -3]",q**(-4)-2*q**(-3)+ 3*q**(-2)-4*q**(-1)+ 4-3*q+ 3*q**2-q**3,"[-1,2,-1,2,-3,2,-3]",t^(-4)-2*t^(-3)+ 3*t^(-2)-4*t^(-1)+ 4-3*t+ 3*t^2-t^3,true
8_1,8,5,"[1, 1, 2, -1, 2, 3, -2, -4, 3, -4]",q**(-2)-q**(-1)+ 2-2*q+ 2*q**2-2*q**3+ q**4-q**5+ q**6,"[1,1,2,-1,2,3,-2,-4,3,-4]",t^(-2)-t^(-1)+ 2-2*t+ 2*t^2-2*t^3+ t^4-t^5+ t^6,true
8_10,8,3,"[-1, -1, -1, 2, -1, -1, 2, 2]",-q**(-6)+ 2*q**(-5)-4*q**(-4)+ 5*q**(-3)-4*q**(-2)+ 5*q**(-1)-3+ 2*q-q**2,"[-1,-1,-1,2,-1,-1,2,2]",-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 5*t^(-3)-4*t^(-2)+ 5*t^(-1)-3+ 2*t-t^2,true
8_11,8,4,"[1, 1, 2, -1, 2, 2, -3, 2, -3]",q**(-1)-2+ 4*q-4*q**2+ 5*q**3-5*q**4+ 3*q**5-2*q**6+ q**7,"[1,1,2,-1,2,2,-3,2,-3]",t^(-1)-2+ 4*t-4*t^2+ 5*t^3-5*t^4+ 3*t^5-2*t^6+ t^7,true
8_12,8,5,"[1, -2, 1, 3, -2, -4, 3, -4]",q**(-4)-2*q**(-3)+ 4*q**(-2)-5*q**(-1)+ 5-5*q+ 4*q**2-2*q**3+ q**4,"[1,-2,1,3,-2,-4,3,-4]",t^(-4)-2*t^(-3)+ 4*t^(-2)-5*t^(-1)+ 5-5*t+ 4*t^2-2*t^3+ t^4,true
8_13,8,4,"[1, 1, -2, 1, -2, -2, -3, 2, -3]",-q**(-5)+ 2*q**(-4)-3*q**(-3)+ 5*q**(-2)-5*q**(-1)+ 5-4*q+ 3*q**2-q**3,"[1,1,-2,1,-2,-2,-3,2,-3]",-t^(-5)+ 2*t^(-4)-3*t^(-3)+ 5*t^(-2)-5*t^(-1)+ 5-4*t+ 3*t^2-t^3,true
8_14,8,4,"[1, 1, 1, 2, -1, 2, -3, 2, -3]",q**(-1)-2+ 4*q-5*q**2+ 6*q**3-5*q**4+ 4*q**5-3*q**6+ q**7,"[1,1,1,2,-1,2,-3,2,-3]",t^(-1)-2+ 4*t-5*t^2+ 6*t^3-5*t^4+ 4*t^5-3*t^6+ t^7,true
8_15,8,4,"[1, 1, -2, 1, 3, 2, 2, 2, 3]",q**2-2*q**3+ 5*q**4-5*q**5+ 6*q**6-6*q**7+ 4*q**8-3*q**9+ q**10,"[1,1,-2,1,3,2,2,2,3]",t^2-2*t^3+ 5*t^4-5*t^5+ 6*t^6-6*t^7+ 4*t^8-3*t^9+ t^10,true
8_16,8,3,"[-1, -1, 2, -1, -1, 2, -1, 2]",-q**(-6)+ 3*q**(-5)-5*q**(-4)+ 6*q**(-3)-6*q**(-2)+ 6*q**(-1)-4+ 3*q-q**2,"[-1,-1,2,-1,-1,2,-1,2]",-t^(-6)+ 3*t^(-5)-5*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 6*t^(-1)-4+ 3*t-t^2,true
8_17,8,3,"[1, 1, -2, 1, -2, 1, -2, -2]",q**(-4)-3*q**(-3)+ 5*q**(-2)-6*q**(-1)+ 7-6*q+ 5*q**2-3*q**3+ q**4,"[1,1,-2,1,-2,1,-2,-2]",t^(-4)-3*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 7-6*t+ 5*t^2-3*t^3+ t^4,true
8_18,8,3,"[1, -2, 1, -2, 1, -2, 1, -2]",q**(-4)-4*q**(-3)+ 6*q**(-2)-7*q**(-1)+ 9-7*q+ 6*q**2-4*q**3+ q**4,"[1,-2,1,-2,1,-2,1,-2]",t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ t^4,true
8_19,8,3,"[1, 1, 1, 2, 1, 1, 1, 2]",q**3+ q**5-q**8,"[1,1,1,2,1,1,1,2]",t^3+ t^5-t^8,true
8_2,8,3,"[1, 1, 1, 1, 1, -2, 1, -2]",1-q+ 2*q**2-2*q**3+ 3*q**4-3*q**5+ 2*q**6-2*q**7+ q**8,"[1,1,1,1,1,-2,1,-2]",1-t+ 2*t^2-2*t^3+ 3*t^4-3*t^5+ 2*t^6-2*t^7+ t^8,true
8_20,8,3,"[1, 1, 1, -2, -1, -1, -1, -2]",-q**(-5)+ q**(-4)-q**(-3)+ 2*q**(-2)-q**(-1)+ 2-q,"[1,1,1,-2,-1,-1,-1,-2]",-t^(-5)+ t^(-4)-t^(-3)+ 2*t^(-2)-t^(-1)+ 2-t,true
8_21,8,3,"[1, 1, 1, 2, -1, -1, 2, 2]",2*q-2*q**2+ 3*q**3-3*q**4+ 2*q**5-2*q**6+ q**7,"[1,1,1,2,-1,-1,2,2]",2*t-2*t^2+ 3*t^3-3*t^4+ 2*t^5-2*t^6+ t^7,true
8_3,8,5,"[1, 1, 2, -1, -3, 2, -3, -4, 3, -4]",q**(-4)-q**(-3)+ 2*q**(-2)-3*q**(-1)+ 3-3*q+ 2*q**2-q**3+ q**4,"[1,1,2,-1,-3,2,-3,-4,3,-4]",t^(-4)-t^(-3)+ 2*t^(-2)-3*t^(-1)+ 3-3*t+ 2*t^2-t^3+ t^4,true
8_4,8,4,"[-1, -1, -1, 2, -1, 2, 3, -2, 3]",q**(-5)-2*q**(-4)+ 3*q**(-3)-3*q**(-2)+ 3*q**(-1)-3+ 2*q**1-q**2+ q**3,"[-1,-1,-1,2,-1,2,3,-2,3]",t^(-5)-2*t^(-4)+ 3*t^(-3)-3*t^(-2)+ 3*t^(-1)-3+ 2*t^1-t^2+ t^3,true
8_5,8,3,"[1, 1, 1, -2, 1, 1, 1, -2]",1-q+ 3*q**2-3*q**3+ 3*q**4-4*q**5+ 3*q**6-2*q**7+ q**8,"[1,1,1,-2,1,1,1,-2]",1-t+ 3*t^2-3*t^3+ 3*t^4-4*t^5+ 3*t^6-2*t^7+ t^8,true
8_6,8,4,"[1, 1, 1, 1, 2, -1, -3, 2, -3]",q**(-1)-1+ 3*q-4*q**2+ 4*q**3-4*q**4+ 3*q**5-2*q**6+ q**7,"[1,1,1,1,2,-1,-3,2,-3]",t^(-1)-1+ 3*t-4*t^2+ 4*t^3-4*t^4+ 3*t^5-2*t^6+ t^7,true
8_7,8,3,"[-1, -1, -1, -1, 2, -1, 2, 2]",-q**(-6)+ 2*q**(-5)-3*q**(-4)+ 4*q**(-3)-4*q**(-2)+ 4*q**(-1)-2+ 2*q-q**2,"[-1,-1,-1,-1,2,-1,2,2]",-t^(-6)+ 2*t^(-5)-3*t^(-4)+ 4*t^(-3)-4*t^(-2)+ 4*t^(-1)-2+ 2*t-t^2,true
8_8,8,4,"[-1, -1, -1, -2, 1, 3, -2, 3, 3]",-q**(-5)+ 2*q**(-4)-3*q**(-3)+ 4*q**(-2)-4*q**(-1)+ 5-3*q+ 2*q**2-q**3,"[-1,-1,-1,-2,1,3,-2,3,3]",-t^(-5)+ 2*t^(-4)-3*t^(-3)+ 4*t^(-2)-4*t^(-1)+ 5-3*t+ 2*t^2-t^3,true
8_9,8,3,"[1, 1, 1, -2, 1, -2, -2, -2]",q**(-4)-2*q**(-3)+ 3*q**(-2)-4*q**(-1)+ 5-4*q+ 3*q**2-2*q**3+ q**4,"[1,1,1,-2,1,-2,-2,-2]",t^(-4)-2*t^(-3)+ 3*t^(-2)-4*t^(-1)+ 5-4*t+ 3*t^2-2*t^3+ t^4,true
9_1,9,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",q**4+ q**6-q**7+ q**8-q**9+ q**10-q**11+ q**12-q**13,"[1,1,1,1,1,1,1,1,1]",t^4+ t^6-t^7+ t^8-t^9+ t^10-t^11+ t^12-t^13,true
9_10,9,4,"[1, 1, 2, -1, 2, 2, 2, 2, 3, -2, 3]",q**2-2*q**3+ 4*q**4-5*q**5+ 6*q**6-5*q**7+ 5*q**8-3*q**9+ q**10-q**11,"[1,1,2,-1,2,2,2,2,3,-2,3]",t^2-2*t^3+ 4*t^4-5*t^5+ 6*t^6-5*t^7+ 5*t^8-3*t^9+ t^10-t^11,true
9_11,9,4,"[-1, -1, -1, -1, 2, -1, -3, 2, -3]",-q**(-9)+ 2*q**(-8)-4*q**(-7)+ 5*q**(-6)-5*q**(-5)+ 6*q**(-4)-4*q**(-3)+ 3*q**(-2)-2*q**(-1)+ 1,"[-1,-1,-1,-1,2,-1,-3,2,-3]",-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-5*t^(-5)+ 6*t^(-4)-4*t^(-3)+ 3*t^(-2)-2*t^(-1)+ 1,true
9_12,9,5,"[1, 1, -2, 1, 3, -2, 3, 4, -3, 4]",q**(-1)-2+ 4*q-5*q**2+ 6*q**3-6*q**4+ 5*q**5-3*q**6+ 2*q**7-q**8,"[1,1,-2,1,3,-2,3,4,-3,4]",t^(-1)-2+ 4*t-5*t^2+ 6*t^3-6*t^4+ 5*t^5-3*t^6+ 2*t^7-t^8,true
9_13,9,4,"[1, 1, 1, 1, 2, -1, 2, 2, 3, -2, 3]",q**2-2*q**3+ 4*q**4-5*q**5+ 7*q**6-6*q**7+ 5*q**8-4*q**9+ 2*q**10-q**11,"[1,1,1,1,2,-1,2,2,3,-2,3]",t^2-2*t^3+ 4*t^4-5*t^5+ 7*t^6-6*t^7+ 5*t^8-4*t^9+ 2*t^10-t^11,true
9_14,9,5,"[-1, -1, -2, 1, 3, -2, 3, -4, 3, -4]",q**(-6)-2*q**(-5)+ 3*q**(-4)-5*q**(-3)+ 6*q**(-2)-6*q**(-1)+ 6-4*q+ 3*q**2-q**3,"[-1,-1,-2,1,3,-2,3,-4,3,-4]",t^(-6)-2*t^(-5)+ 3*t^(-4)-5*t^(-3)+ 6*t^(-2)-6*t^(-1)+ 6-4*t+ 3*t^2-t^3,true
9_15,9,5,"[-1, -1, -1, -2, 1, 3, -2, -4, 3, -4]",-q**(-8)+ 2*q**(-7)-4*q**(-6)+ 6*q**(-5)-6*q**(-4)+ 7*q**(-3)-6*q**(-2)+ 4*q**(-1)-2+ q,"[-1,-1,-1,-2,1,3,-2,-4,3,-4]",-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-6*t^(-4)+ 7*t^(-3)-6*t^(-2)+ 4*t^(-1)-2+ t,true
9_16,9,3,"[1, 1, 1, 1, 2, 2, -1, 2, 2, 2]",q**3-q**4+ 4*q**5-5*q**6+ 6*q**7-7*q**8+ 6*q**9-5*q**10+ 3*q**11-q**12,"[1,1,1,1,2,2,-1,2,2,2]",t^3-t^4+ 4*t^5-5*t^6+ 6*t^7-7*t^8+ 6*t^9-5*t^10+ 3*t^11-t^12,true
9_17,9,4,"[-1, 2, -1, 2, 2, 2, -3, 2, -3]",q**(-3)-2*q**(-2)+ 4*q**(-1)-5+ 6*q-7*q**2+ 6*q**3-4*q**4+ 3*q**5-q**6,"[-1,2,-1,2,2,2,-3,2,-3]",t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 6*t-7*t^2+ 6*t^3-4*t^4+ 3*t^5-t^6,true
9_18,9,4,"[1, 1, 1, 2, -1, 2, 2, 2, 3, -2, 3]",q**2-2*q**3+ 5*q**4-6*q**5+ 7*q**6-7*q**7+ 6*q**8-4*q**9+ 2*q**10-q**11,"[1,1,1,2,-1,2,2,2,3,-2,3]",t^2-2*t^3+ 5*t^4-6*t^5+ 7*t^6-7*t^7+ 6*t^8-4*t^9+ 2*t^10-t^11,true
9_19,9,5,"[-1, 2, -1, 2, 2, 3, -2, -4, 3, -4]",q**(-4)-2*q**(-3)+ 4*q**(-2)-6*q**(-1)+ 7-7*q+ 6*q**2-4*q**3+ 3*q**4-q**5,"[-1,2,-1,2,2,3,-2,-4,3,-4]",t^(-4)-2*t^(-3)+ 4*t^(-2)-6*t^(-1)+ 7-7*t+ 6*t^2-4*t^3+ 3*t^4-t^5,true
9_2,9,5,"[1, 1, 1, 2, -1, 2, 3, -2, 3, 4, -3, 4]",q-q**2+ 2*q**3-2*q**4+ 2*q**5-2*q**6+ 2*q**7-q**8+ q**9-q**10,"[1,1,1,2,-1,2,3,-2,3,4,-3,4]",t-t^2+ 2*t^3-2*t^4+ 2*t^5-2*t^6+ 2*t^7-t^8+ t^9-t^10,true
9_20,9,4,"[1, 1, 1, -2, 1, 3, -2, 3, 3]",1-2*q+ 4*q**2-5*q**3+ 7*q**4-7*q**5+ 6*q**6-5*q**7+ 3*q**8-q**9,"[1,1,1,-2,1,3,-2,3,3]",1-2*t+ 4*t^2-5*t^3+ 7*t^4-7*t^5+ 6*t^6-5*t^7+ 3*t^8-t^9,true
9_21,9,5,"[-1, -1, -2, 1, -2, 3, -2, -4, 3, -4]",-q**(-8)+ 2*q**(-7)-4*q**(-6)+ 6*q**(-5)-7*q**(-4)+ 8*q**(-3)-6*q**(-2)+ 5*q**(-1)-3+ q,"[-1,-1,-2,1,-2,3,-2,-4,3,-4]",-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-7*t^(-4)+ 8*t^(-3)-6*t^(-2)+ 5*t^(-1)-3+ t,true
9_22,9,4,"[-1, 2, -1, 2, -3, 2, 2, 2, -3]",q**(-3)-2*q**(-2)+ 4*q**(-1)-6+ 7*q-7*q**2+ 7*q**3-5*q**4+ 3*q**5-q**6,"[-1,2,-1,2,-3,2,2,2,-3]",t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 7*t-7*t^2+ 7*t^3-5*t^4+ 3*t^5-t^6,true
9_23,9,4,"[1, 1, 1, 2, -1, 2, 2, 3, -2, 3, 3]",q**2-2*q**3+ 5*q**4-6*q**5+ 8*q**6-8*q**7+ 6*q**8-5*q**9+ 3*q**10-q**11,"[1,1,1,2,-1,2,2,3,-2,3,3]",t^2-2*t^3+ 5*t^4-6*t^5+ 8*t^6-8*t^7+ 6*t^8-5*t^9+ 3*t^10-t^11,true
9_24,9,4,"[1, 1, -2, 1, 3, -2, -2, -2, 3]",q**(-4)-3*q**(-3)+ 5*q**(-2)-7*q**(-1)+ 8-7*q+ 7*q**2-4*q**3+ 2*q**4-q**5,"[1,1,-2,1,3,-2,-2,-2,3]",t^(-4)-3*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 8-7*t+ 7*t^2-4*t^3+ 2*t^4-t^5,true
9_25,9,5,"[1, 1, -2, 1, 3, 2, 2, -4, 3, -4]",q**(-1)-2+ 5*q-7*q**2+ 8*q**3-8*q**4+ 7*q**5-5*q**6+ 3*q**7-q**8,"[1,1,-2,1,3,2,2,-4,3,-4]",t^(-1)-2+ 5*t-7*t^2+ 8*t^3-8*t^4+ 7*t^5-5*t^6+ 3*t^7-t^8,true
9_26,9,4,"[-1, -1, -1, 2, -1, 2, -3, 2, -3]",q**(-7)-3*q**(-6)+ 5*q**(-5)-7*q**(-4)+ 8*q**(-3)-8*q**(-2)+ 7*q**(-1)-4+ 3*q-q**2,"[-1,-1,-1,2,-1,2,-3,2,-3]",t^(-7)-3*t^(-6)+ 5*t^(-5)-7*t^(-4)+ 8*t^(-3)-8*t^(-2)+ 7*t^(-1)-4+ 3*t-t^2,true
9_27,9,4,"[1, 1, -2, 1, -2, -2, 3, -2, 3]",q**(-4)-3*q**(-3)+ 5*q**(-2)-7*q**(-1)+ 9-8*q+ 7*q**2-5*q**3+ 3*q**4-q**5,"[1,1,-2,1,-2,-2,3,-2,3]",t^(-4)-3*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 9-8*t+ 7*t^2-5*t^3+ 3*t^4-t^5,true
9_28,9,4,"[1, 1, -2, 1, 3, -2, -2, 3, 3]",-q**(-2)+ 3*q**(-1)-5+ 8*q-8*q**2+ 9*q**3-8*q**4+ 5*q**5-3*q**6+ q**7,"[1,1,-2,1,3,-2,-2,3,3]",-t^(-2)+ 3*t^(-1)-5+ 8*t-8*t^2+ 9*t^3-8*t^4+ 5*t^5-3*t^6+ t^7,true
9_29,9,4,"[1, -2, -2, 3, -2, 1, -2, 3, -2]",-q**(-6)+ 3*q**(-5)-6*q**(-4)+ 8*q**(-3)-8*q**(-2)+ 9*q**(-1)-7+ 5*q-3*q**2+ q**3,"[1,-2,-2,3,-2,1,-2,3,-2]",-t^(-6)+ 3*t^(-5)-6*t^(-4)+ 8*t^(-3)-8*t^(-2)+ 9*t^(-1)-7+ 5*t-3*t^2+ t^3,true
9_3,9,3,"[1, 1, 1, 1, 1, 1, 1, 2, -1, 2]",q**3-q**4+ 2*q**5-2*q**6+ 3*q**7-3*q**8+ 3*q**9-2*q**10+ q**11-q**12,"[1,1,1,1,1,1,1,2,-1,2]",t^3-t^4+ 2*t^5-2*t^6+ 3*t^7-3*t^8+ 3*t^9-2*t^10+ t^11-t^12,true
9_30,9,4,"[-1, -1, 2, 2, -1, 2, -3, 2, -3]",-q**(-5)+ 3*q**(-4)-5*q**(-3)+ 8*q**(-2)-9*q**(-1)+ 9-8*q+ 6*q**2-3*q**3+ q**4,"[-1,-1,2,2,-1,2,-3,2,-3]",-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 8*t^(-2)-9*t^(-1)+ 9-8*t+ 6*t^2-3*t^3+ t^4,true
9_31,9,4,"[1, 1, -2, 1, -2, 3, -2, 3, 3]",-q**(-2)+ 3*q**(-1)-5+ 8*q-9*q**2+ 10*q**3-8*q**4+ 6*q**5-4*q**6+ q**7,"[1,1,-2,1,-2,3,-2,3,3]",-t^(-2)+ 3*t^(-1)-5+ 8*t-9*t^2+ 10*t^3-8*t^4+ 6*t^5-4*t^6+ t^7,true
9_32,9,4,"[-1, -1, -3, 2, -3, -1, 2, -1, 2]",q**(-7)-3*q**(-6)+ 6*q**(-5)-9*q**(-4)+ 10*q**(-3)-10*q**(-2)+ 9*q**(-1)-6+ 4*q-q**2,"[-1,-1,-3,2,-3,-1,2,-1,2]",t^(-7)-3*t^(-6)+ 6*t^(-5)-9*t^(-4)+ 10*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 4*t-t^2,true
9_33,9,4,"[-1, -3, 2, -3, -1, 2, 2, -1, 2]",-q**(-5)+ 3*q**(-4)-6*q**(-3)+ 9*q**(-2)-10*q**(-1)+ 11-9*q+ 7*q**2-4*q**3+ q**4,"[-1,-3,2,-3,-1,2,2,-1,2]",-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-10*t^(-1)+ 11-9*t+ 7*t^2-4*t^3+ t^4,true
9_34,9,4,"[-1, 2, -1, 2, -3, 2, -1, 2, -3]",-q**(-5)+ 4*q**(-4)-7*q**(-3)+ 10*q**(-2)-12*q**(-1)+ 12-10*q**1+ 8*q**2-4*q**3+ q**4,"[-1,2,-1,2,-3,2,-1,2,-3]",-t^(-5)+ 4*t^(-4)-7*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 12-10*t^1+ 8*t^2-4*t^3+ t^4,true
9_35,9,5,"[1, 1, 2, -1, 2, 2, 3, -2, -2, 4, -3, 2, 4, 3]",q-2*q**2+ 3*q**3-4*q**4+ 5*q**5-3*q**6+ 4*q**7-3*q**8+ q**9-q**10,"[1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,3]",t-2*t^2+ 3*t^3-4*t^4+ 5*t^5-3*t^6+ 4*t^7-3*t^8+ t^9-t^10,true
9_36,9,4,"[-1, -1, -1, 2, -1, -1, -3, 2, -3]",-q**(-9)+ 2*q**(-8)-4*q**(-7)+ 6*q**(-6)-6*q**(-5)+ 6*q**(-4)-5*q**(-3)+ 4*q**(-2)-2*q**(-1)+ 1,"[-1,-1,-1,2,-1,-1,-3,2,-3]",-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-6*t^(-5)+ 6*t^(-4)-5*t^(-3)+ 4*t^(-2)-2*t^(-1)+ 1,true
9_37,9,5,"[1, 1, -2, 1, 3, -2, -1, -4, 3, -2, 3, -4]",q**(-4)-2*q**(-3)+ 5*q**(-2)-7*q**(-1)+ 7-8*q+ 7*q**2-4*q**3+ 3*q**4-q**5,"[1,1,-2,1,3,-2,-1,-4,3,-2,3,-4]",t^(-4)-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 7-8*t+ 7*t^2-4*t^3+ 3*t^4-t^5,true
9_38,9,4,"[1, 1, 2, 2, -3, 2, -1, 2, 3, 3, 2]",q**2-3*q**3+ 7*q**4-8*q**5+ 10*q**6-10*q**7+ 8*q**8-6*q**9+ 3*q**10-q**11,"[1,1,2,2,-3,2,-1,2,3,3,2]",t^2-3*t^3+ 7*t^4-8*t^5+ 10*t^6-10*t^7+ 8*t^8-6*t^9+ 3*t^10-t^11,true
9_39,9,5,"[-1, -1, -2, 1, 3, 2, -1, -4, -3, 2, -3, -4]",-q**(-8)+ 3*q**(-7)-6*q**(-6)+ 8*q**(-5)-9*q**(-4)+ 10*q**(-3)-8*q**(-2)+ 6*q**(-1)-3+ q,"[-1,-1,-2,1,3,2,-1,-4,-3,2,-3,-4]",-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 8*t^(-5)-9*t^(-4)+ 10*t^(-3)-8*t^(-2)+ 6*t^(-1)-3+ t,true
9_4,9,4,"[1, 1, 1, 1, 1, 2, -1, 2, 3, -2, 3]",q**2-q**3+ 2*q**4-3*q**5+ 4*q**6-3*q**7+ 3*q**8-2*q**9+ q**10-q**11,"[1,1,1,1,1,2,-1,2,3,-2,3]",t^2-t^3+ 2*t^4-3*t^5+ 4*t^6-3*t^7+ 3*t^8-2*t^9+ t^10-t^11,true
9_40,9,4,"[1, -2, 1, 3, -2, 1, 3, -2, 3]",-q**(-2)+ 5*q**(-1)-8+ 11*q-13*q**2+ 13*q**3-11*q**4+ 8*q**5-4*q**6+ q**7,"[1,-2,1,3,-2,1,3,-2,3]",-t^(-2)+ 5*t^(-1)-8+ 11*t-13*t^2+ 13*t^3-11*t^4+ 8*t^5-4*t^6+ t^7,true
9_41,9,5,"[-1, -1, -2, 1, 3, 2, 2, -4, -3, 2, -3, -4]",q**(-6)-3*q**(-5)+ 5*q**(-4)-7*q**(-3)+ 8*q**(-2)-8*q**(-1)+ 8-5*q+ 3*q**2-q**3,"[-1,-1,-2,1,3,2,2,-4,-3,2,-3,-4]",t^(-6)-3*t^(-5)+ 5*t^(-4)-7*t^(-3)+ 8*t^(-2)-8*t^(-1)+ 8-5*t+ 3*t^2-t^3,true
9_42,9,4,"[-1, -1, -1, 2, 1, 1, -3, 2, -3]",q**(-3)-q**(-2)+ q**(-1)-1+ q-q**2+ q**3,"[-1,-1,-1,2,1,1,-3,2,-3]",t^(-3)-t^(-2)+ t^(-1)-1+ t-t^2+ t^3,true
9_43,9,4,"[1, 1, 1, 2, 1, 1, -3, 2, -3]",1-q+ 2*q**2-2*q**3+ 2*q**4-2*q**5+ 2*q**6-q**7,"[1,1,1,2,1,1,-3,2,-3]",1-t+ 2*t^2-2*t^3+ 2*t^4-2*t^5+ 2*t^6-t^7,true
9_44,9,4,"[1, 1, 1, 2, -1, -1, -3, 2, -3]",q**(-2)-2*q**(-1)+ 3-3*q+ 3*q**2-2*q**3+ 2*q**4-q**5,"[1,1,1,2,-1,-1,-3,2,-3]",t^(-2)-2*t^(-1)+ 3-3*t+ 3*t^2-2*t^3+ 2*t^4-t^5,true
9_45,9,4,"[-1, -1, -2, 1, -2, -1, -3, 2, -3]",-q**(-8)+ 2*q**(-7)-3*q**(-6)+ 4*q**(-5)-4*q**(-4)+ 4*q**(-3)-3*q**(-2)+ 2*q**(-1),"[-1,-1,-2,1,-2,-1,-3,2,-3]",-t^(-8)+ 2*t^(-7)-3*t^(-6)+ 4*t^(-5)-4*t^(-4)+ 4*t^(-3)-3*t^(-2)+ 2*t^(-1),true
9_46,9,4,"[-1, 2, -1, 2, -3, -2, 1, -2, -3]",q**(-6)-q**(-5)+ q**(-4)-2*q**(-3)+ q**(-2)-q**(-1)+ 2,"[-1,2,-1,2,-3,-2,1,-2,-3]",t^(-6)-t^(-5)+ t^(-4)-2*t^(-3)+ t^(-2)-t^(-1)+ 2,true
9_47,9,4,"[-1, 2, -1, 2, 3, 2, -1, 2, 3]",-q**(-2)+ 3*q**(-1)-3+ 5*q-5*q**2+ 4*q**3-4*q**4+ 2*q**5,"[-1,2,-1,2,3,2,-1,2,3]",-t^(-2)+ 3*t^(-1)-3+ 5*t-5*t^2+ 4*t^3-4*t^4+ 2*t^5,true
