name,crossing_number,strands,braid_word,jones_q,raw_braid_notation,raw_jones_t,comparable
11a_320,11,5,"[1, 1, 1, 3, 3, 4, 2, 2, -3, 4, 1, -2, -3, 2, -1, 2]",q**2-3*q**3+ 7*q**4-11*q**5+ 16*q**6-17*q**7+ 17*q**8-15*q**9+ 11*q**10-7*q**11+ 3*q**12-q**13,"[1,1,1,3,3,4,2,2,-3,4,1,-2,-3,2,-1,2]",t^2-3*t^3+ 7*t^4-11*t^5+ 16*t^6-17*t^7+ 17*t^8-15*t^9+ 11*t^10-7*t^11+ 3*t^12-t^13,true
11a_321,11,5,"[-1, -1, -1, 2, -1, -3, 2, -1, -3, 2, -4, 3, -2, -4]",-q**(-11)+ 3*q**(-10)-8*q**(-9)+ 13*q**(-8)-17*q**(-7)+ 20*q**(-6)-19*q**(-5)+ 17*q**(-4)-12*q**(-3)+ 7*q**(-2)-3*q**(-1)+ 1,"[-1,-1,-1,2,-1,-3,2,-1,-3,2,-4,3,-2,-4]",-t^(-11)+ 3*t^(-10)-8*t^(-9)+ 13*t^(-8)-17*t^(-7)+ 20*t^(-6)-19*t^(-5)+ 17*t^(-4)-12*t^(-3)+ 7*t^(-2)-3*t^(-1)+ 1,true
11a_322,11,5,"[-1, -1, -3, 4, -3, 2, -3, 4, 1, 2, -3, -1, -1, 2]",-q**(-8)+ 4*q**(-7)-10*q**(-6)+ 16*q**(-5)-21*q**(-4)+ 25*q**(-3)-24*q**(-2)+ 21*q**(-1)-15+ 9*q-4*q**2+ q**3,"[-1,-1,-3,4,-3,2,-3,4,1,2,-3,-1,-1,2]",-t^(-8)+ 4*t^(-7)-10*t^(-6)+ 16*t^(-5)-21*t^(-4)+ 25*t^(-3)-24*t^(-2)+ 21*t^(-1)-15+ 9*t-4*t^2+ t^3,true
11a_323,11,5,"[1, 1, -3, 4, -3, 2, -3, 4, -3, -3, -1, 2]",-q**(-6)+ 3*q**(-5)-6*q**(-4)+ 9*q**(-3)-11*q**(-2)+ 13*q**(-1)-12+ 11*q-8*q**2+ 5*q**3-3*q**4+ q**5,"[1,1,-3,4,-3,2,-3,4,-3,-3,-1,2]",-t^(-6)+ 3*t^(-5)-6*t^(-4)+ 9*t^(-3)-11*t^(-2)+ 13*t^(-1)-12+ 11*t-8*t^2+ 5*t^3-3*t^4+ t^5,true
11a_324,11,6,"[-1, -1, -2, 1, 3, -2, -4, 3, -2, -4, 3, -5, 4, -3, -5]",-q**(-10)+ 3*q**(-9)-7*q**(-8)+ 10*q**(-7)-13*q**(-6)+ 16*q**(-5)-15*q**(-4)+ 14*q**(-3)-10*q**(-2)+ 6*q**(-1)-3+ q,"[-1,-1,-2,1,3,-2,-4,3,-2,-4,3,-5,4,-3,-5]",-t^(-10)+ 3*t^(-9)-7*t^(-8)+ 10*t^(-7)-13*t^(-6)+ 16*t^(-5)-15*t^(-4)+ 14*t^(-3)-10*t^(-2)+ 6*t^(-1)-3+ t,true
11a_325,11,6,"[-1, -1, -2, 1, -3, -2, -2, 4, -3, 2, -3, 4, 5, -4, 5]",-q**(-8)+ 3*q**(-7)-6*q**(-6)+ 10*q**(-5)-13*q**(-4)+ 15*q**(-3)-15*q**(-2)+ 13*q**(-1)-9+ 6*q-3*q**2+ q**3,"[-1,-1,-2,1,-3,-2,-2,4,-3,2,-3,4,5,-4,5]",-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 10*t^(-5)-13*t^(-4)+ 15*t^(-3)-15*t^(-2)+ 13*t^(-1)-9+ 6*t-3*t^2+ t^3,true
11a_326,11,4,"[1, 1, -2, 1, -2, 3, -2, 1, -2, 3, -2]",-q**(-5)+ 4*q**(-4)-10*q**(-3)+ 17*q**(-2)-23*q**(-1)+ 28-27*q+ 24*q**2-18*q**3+ 11*q**4-5*q**5+ q**6,"[1,1,-2,1,-2,3,-2,1,-2,3,-2]",-t^(-5)+ 4*t^(-4)-10*t^(-3)+ 17*t^(-2)-23*t^(-1)+ 28-27*t+ 24*t^2-18*t^3+ 11*t^4-5*t^5+ t^6,true
11a_327,11,5,"[1, 1, 2, -1, -3, -2, 1, -2, 4, 3, -2, 3, 3, 4]",-q**(-2)+ 5*q**(-1)-12+ 20*q-26*q**2+ 31*q**3-30*q**4+ 26*q**5-19*q**6+ 11*q**7-5*q**8+ q**9,"[1,1,2,-1,-3,-2,1,-2,4,3,-2,3,3,4]",-t^(-2)+ 5*t^(-1)-12+ 20*t-26*t^2+ 31*t^3-30*t^4+ 26*t^5-19*t^6+ 11*t^7-5*t^8+ t^9,true
11a_328,11,5,"[1, 1, 3, 3, 4, 2, -3, 4, -1, -2, 3, 1, 1, -2]",1-4*q+ 10*q**2-15*q**3+ 21*q**4-24*q**5+ 24*q**6-21*q**7+ 15*q**8-9*q**9+ 4*q**10-q**11,"[1,1,3,3,4,2,-3,4,-1,-2,3,1,1,-2]",1-4*t+ 10*t^2-15*t^3+ 21*t^4-24*t^5+ 24*t^6-21*t^7+ 15*t^8-9*t^9+ 4*t^10-t^11,true
11a_329,11,5,"[1, 1, 2, -1, 2, -3, -2, 1, -4, 3, 2, 2, 3, 4, 4, 3]",q**2-4*q**3+ 10*q**4-15*q**5+ 21*q**6-23*q**7+ 23*q**8-20*q**9+ 14*q**10-9*q**11+ 4*q**12-q**13,"[1,1,2,-1,2,-3,-2,1,-4,3,2,2,3,4,4,3]",t^2-4*t^3+ 10*t^4-15*t^5+ 21*t^6-23*t^7+ 23*t^8-20*t^9+ 14*t^10-9*t^11+ 4*t^12-t^13,true
11a_33,11,4,"[1, 1, -2, -2, 1, -2, -2, -2, 3, -2, 3]",q**(-7)-3*q**(-6)+ 6*q**(-5)-10*q**(-4)+ 13*q**(-3)-15*q**(-2)+ 15*q**(-1)-12+ 10*q-6*q**2+ 3*q**3-q**4,"[1,1,-2,-2,1,-2,-2,-2,3,-2,3]",t^(-7)-3*t^(-6)+ 6*t^(-5)-10*t^(-4)+ 13*t^(-3)-15*t^(-2)+ 15*t^(-1)-12+ 10*t-6*t^2+ 3*t^3-t^4,true
11a_330,11,4,"[1, -2, -2, -2, 3, -2, 1, -2, 3, -2, -2]",-q**(-9)+ 3*q**(-8)-6*q**(-7)+ 9*q**(-6)-12*q**(-5)+ 14*q**(-4)-13*q**(-3)+ 12*q**(-2)-9*q**(-1)+ 6-3*q+ q**2,"[1,-2,-2,-2,3,-2,1,-2,3,-2,-2]",-t^(-9)+ 3*t^(-8)-6*t^(-7)+ 9*t^(-6)-12*t^(-5)+ 14*t^(-4)-13*t^(-3)+ 12*t^(-2)-9*t^(-1)+ 6-3*t+ t^2,true
11a_331,11,5,"[-1, -1, -3, 4, -3, -3, 2, -3, 4, 1, 2, -3, -1, 2]",-q**(-8)+ 3*q**(-7)-7*q**(-6)+ 12*q**(-5)-16*q**(-4)+ 19*q**(-3)-18*q**(-2)+ 16*q**(-1)-12+ 7*q-3*q**2+ q**3,"[-1,-1,-3,4,-3,-3,2,-3,4,1,2,-3,-1,2]",-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 12*t^(-5)-16*t^(-4)+ 19*t^(-3)-18*t^(-2)+ 16*t^(-1)-12+ 7*t-3*t^2+ t^3,true
11a_332,11,4,"[1, -2, 1, 3, -2, -2, 1, 3, -2, -2, 3]",-q**(-5)+ 5*q**(-4)-13*q**(-3)+ 21*q**(-2)-27*q**(-1)+ 32-30*q+ 26*q**2-19*q**3+ 10*q**4-4*q**5+ q**6,"[1,-2,1,3,-2,-2,1,3,-2,-2,3]",-t^(-5)+ 5*t^(-4)-13*t^(-3)+ 21*t^(-2)-27*t^(-1)+ 32-30*t+ 26*t^2-19*t^3+ 10*t^4-4*t^5+ t^6,true
11a_333,11,6,"[-1, -1, -2, 1, 3, -2, 3, -4, 3, -4, -5, 4, -5]",q**(-8)-2*q**(-7)+ 3*q**(-6)-6*q**(-5)+ 8*q**(-4)-9*q**(-3)+ 10*q**(-2)-9*q**(-1)+ 8-5*q+ 3*q**2-q**3,"[-1,-1,-2,1,3,-2,3,-4,3,-4,-5,4,-5]",t^(-8)-2*t^(-7)+ 3*t^(-6)-6*t^(-5)+ 8*t^(-4)-9*t^(-3)+ 10*t^(-2)-9*t^(-1)+ 8-5*t+ 3*t^2-t^3,true
11a_334,11,3,"[1, 1, 1, 1, 1, 1, 2, -1, 2, 2, 2, 2]",q**4-q**5+ 3*q**6-4*q**7+ 6*q**8-7*q**9+ 7*q**10-7*q**11+ 6*q**12-4*q**13+ 2*q**14-q**15,"[1,1,1,1,1,1,2,-1,2,2,2,2]",t^4-t^5+ 3*t^6-4*t^7+ 6*t^8-7*t^9+ 7*t^10-7*t^11+ 6*t^12-4*t^13+ 2*t^14-t^15,true
11a_335,11,4,"[1, 1, 1, 1, 1, 2, -1, 2, 2, 2, 3, -2, 3]",q**3-2*q**4+ 5*q**5-7*q**6+ 10*q**7-12*q**8+ 12*q**9-10*q**10+ 8*q**11-5*q**12+ 2*q**13-q**14,"[1,1,1,1,1,2,-1,2,2,2,3,-2,3]",t^3-2*t^4+ 5*t^5-7*t^6+ 10*t^7-12*t^8+ 12*t^9-10*t^10+ 8*t^11-5*t^12+ 2*t^13-t^14,true
11a_336,11,4,"[1, 1, 1, 1, 1, 1, 2, -1, 2, 2, 3, -2, 3]",q**3-2*q**4+ 4*q**5-5*q**6+ 8*q**7-9*q**8+ 9*q**9-8*q**10+ 6*q**11-4*q**12+ 2*q**13-q**14,"[1,1,1,1,1,1,2,-1,2,2,3,-2,3]",t^3-2*t^4+ 4*t^5-5*t^6+ 8*t^7-9*t^8+ 9*t^9-8*t^10+ 6*t^11-4*t^12+ 2*t^13-t^14,true
11a_337,11,5,"[1, 1, 2, -1, 2, 2, 2, 3, -2, 3, 3, 4, -3, 4]",q**2-3*q**3+ 7*q**4-10*q**5+ 13*q**6-14*q**7+ 14*q**8-11*q**9+ 8*q**10-5*q**11+ 2*q**12-q**13,"[1,1,2,-1,2,2,2,3,-2,3,3,4,-3,4]",t^2-3*t^3+ 7*t^4-10*t^5+ 13*t^6-14*t^7+ 14*t^8-11*t^9+ 8*t^10-5*t^11+ 2*t^12-t^13,true
11a_338,11,3,"[1, 1, 1, 1, 1, 2, 2, 2, -1, 2, 2, 2]",q**4-q**5+ 4*q**6-6*q**7+ 8*q**8-10*q**9+ 11*q**10-10*q**11+ 8*q**12-6*q**13+ 3*q**14-q**15,"[1,1,1,1,1,2,2,2,-1,2,2,2]",t^4-t^5+ 4*t^6-6*t^7+ 8*t^8-10*t^9+ 11*t^10-10*t^11+ 8*t^12-6*t^13+ 3*t^14-t^15,true
11a_339,11,4,"[1, 1, 1, 1, 1, 2, -1, 2, 3, -2, 3, 3, 3]",q**3-q**4+ 3*q**5-5*q**6+ 7*q**7-8*q**8+ 9*q**9-8*q**10+ 6*q**11-4*q**12+ 2*q**13-q**14,"[1,1,1,1,1,2,-1,2,3,-2,3,3,3]",t^3-t^4+ 3*t^5-5*t^6+ 7*t^7-8*t^8+ 9*t^9-8*t^10+ 6*t^11-4*t^12+ 2*t^13-t^14,true
11a_34,11,4,"[1, 1, 1, -2, 1, -2, 3, -2, -2, 3, 3]",q**(-3)-3*q**(-2)+ 7*q**(-1)-11+ 16*q-19*q**2+ 19*q**3-17*q**4+ 13*q**5-8*q**6+ 4*q**7-q**8,"[1,1,1,-2,1,-2,3,-2,-2,3,3]",t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 16*t-19*t^2+ 19*t^3-17*t^4+ 13*t^5-8*t^6+ 4*t^7-t^8,true
11a_340,11,4,"[1, 1, 1, 1, 2, 2, 2, -1, 2, 2, 3, -2, 3]",q**3-2*q**4+ 5*q**5-8*q**6+ 12*q**7-13*q**8+ 14*q**9-13*q**10+ 9*q**11-6*q**12+ 3*q**13-q**14,"[1,1,1,1,2,2,2,-1,2,2,3,-2,3]",t^3-2*t^4+ 5*t^5-8*t^6+ 12*t^7-13*t^8+ 14*t^9-13*t^10+ 9*t^11-6*t^12+ 3*t^13-t^14,true
11a_341,11,5,"[1, 1, 1, 1, 2, -1, 2, 3, -2, 3, 3, 4, -3, 4]",q**2-2*q**3+ 4*q**4-6*q**5+ 9*q**6-9*q**7+ 9*q**8-8*q**9+ 6*q**10-4*q**11+ 2*q**12-q**13,"[1,1,1,1,2,-1,2,3,-2,3,3,4,-3,4]",t^2-2*t^3+ 4*t^4-6*t^5+ 9*t^6-9*t^7+ 9*t^8-8*t^9+ 6*t^10-4*t^11+ 2*t^12-t^13,true
11a_342,11,5,"[1, 1, 1, 1, 1, 2, -1, 2, 3, -2, 3, 4, -3, 4]",q**2-q**3+ 2*q**4-3*q**5+ 4*q**6-4*q**7+ 4*q**8-3*q**9+ 3*q**10-2*q**11+ q**12-q**13,"[1,1,1,1,1,2,-1,2,3,-2,3,4,-3,4]",t^2-t^3+ 2*t^4-3*t^5+ 4*t^6-4*t^7+ 4*t^8-3*t^9+ 3*t^10-2*t^11+ t^12-t^13,true
11a_343,11,6,"[1, 1, 2, -1, 2, 2, 3, -2, 3, 4, -3, 4, 5, -4, 5]",q-2*q**2+ 3*q**3-3*q**4+ 4*q**5-4*q**6+ 4*q**7-3*q**8+ 3*q**9-2*q**10+ q**11-q**12,"[1,1,2,-1,2,2,3,-2,3,4,-3,4,5,-4,5]",t-2*t^2+ 3*t^3-3*t^4+ 4*t^5-4*t^6+ 4*t^7-3*t^8+ 3*t^9-2*t^10+ t^11-t^12,true
11a_344,11,5,"[1, 1, 1, 1, -4, 3, -2, 3, -4, 2, 2, 3, -1, 2]",1-3*q+ 7*q**2-12*q**3+ 18*q**4-20*q**5+ 21*q**6-19*q**7+ 14*q**8-9*q**9+ 4*q**10-q**11,"[1,1,1,1,-4,3,-2,3,-4,2,2,3,-1,2]",1-3*t+ 7*t^2-12*t^3+ 18*t^4-20*t^5+ 21*t^6-19*t^7+ 14*t^8-9*t^9+ 4*t^10-t^11,true
11a_345,11,6,"[1, 1, -5, 4, -3, 4, -5, 3, 3, 4, -2, 3, 2, -1, 2]",q**(-1)-3+ 6*q-9*q**2+ 13*q**3-14*q**4+ 14*q**5-12*q**6+ 9*q**7-6*q**8+ 3*q**9-q**10,"[1,1,-5,4,-3,4,-5,3,3,4,-2,3,2,-1,2]",t^(-1)-3+ 6*t-9*t^2+ 13*t^3-14*t^4+ 14*t^5-12*t^6+ 9*t^7-6*t^8+ 3*t^9-t^10,true
11a_346,11,4,"[-1, 2, 2, 2, -3, 2, -1, 2, 2, -3, 2]",q**(-2)-3*q**(-1)+ 6-9*q+ 13*q**2-14*q**3+ 14*q**4-13*q**5+ 10*q**6-6*q**7+ 3*q**8-q**9,"[-1,2,2,2,-3,2,-1,2,2,-3,2]",t^(-2)-3*t^(-1)+ 6-9*t+ 13*t^2-14*t^3+ 14*t^4-13*t^5+ 10*t^6-6*t^7+ 3*t^8-t^9,true
11a_347,11,5,"[1, 1, -2, -1, 3, -2, 1, -4, 3, -2, 3, 3, -4, 3]",q**(-3)-3*q**(-2)+ 7*q**(-1)-11+ 15*q-18*q**2+ 18*q**3-15*q**4+ 12*q**5-7*q**6+ 3*q**7-q**8,"[1,1,-2,-1,3,-2,1,-4,3,-2,3,3,-4,3]",t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 15*t-18*t^2+ 18*t^3-15*t^4+ 12*t^5-7*t^6+ 3*t^7-t^8,true
11a_348,11,4,"[1, 1, 1, -2, 1, 3, -2, 1, 3, -2, 3]",-q**(-1)+ 5-9*q+ 15*q**2-20*q**3+ 23*q**4-23*q**5+ 20*q**6-15*q**7+ 9*q**8-4*q**9+ q**10,"[1,1,1,-2,1,3,-2,1,3,-2,3]",-t^(-1)+ 5-9*t+ 15*t^2-20*t^3+ 23*t^4-23*t^5+ 20*t^6-15*t^7+ 9*t^8-4*t^9+ t^10,true
11a_349,11,5,"[1, 1, 2, -1, -3, 2, 4, -3, 2, 4, -3, 4]",-q**(-2)+ 5*q**(-1)-10+ 17*q-22*q**2+ 25*q**3-25*q**4+ 21*q**5-15*q**6+ 9*q**7-4*q**8+ q**9,"[1,1,2,-1,-3,2,4,-3,2,4,-3,4]",-t^(-2)+ 5*t^(-1)-10+ 17*t-22*t^2+ 25*t^3-25*t^4+ 21*t^5-15*t^6+ 9*t^7-4*t^8+ t^9,true
11a_35,11,4,"[1, 1, -2, 1, -2, -2, 3, -2, -2, 3, 3]",-q**(-5)+ 3*q**(-4)-7*q**(-3)+ 12*q**(-2)-16*q**(-1)+ 20-19*q+ 17*q**2-13*q**3+ 8*q**4-4*q**5+ q**6,"[1,1,-2,1,-2,-2,3,-2,-2,3,3]",-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 12*t^(-2)-16*t^(-1)+ 20-19*t+ 17*t^2-13*t^3+ 8*t^4-4*t^5+ t^6,true
11a_350,11,4,"[1, -2, 1, -2, -2, 3, -2, 1, 3, -2, 3]",-q**(-5)+ 5*q**(-4)-11*q**(-3)+ 19*q**(-2)-26*q**(-1)+ 30-30*q+ 26*q**2-19*q**3+ 12*q**4-5*q**5+ q**6,"[1,-2,1,-2,-2,3,-2,1,3,-2,3]",-t^(-5)+ 5*t^(-4)-11*t^(-3)+ 19*t^(-2)-26*t^(-1)+ 30-30*t+ 26*t^2-19*t^3+ 12*t^4-5*t^5+ t^6,true
11a_351,11,4,"[1, -2, 1, 3, -2, 1, 3, -2, -2, -2, 3]",-q**(-5)+ 5*q**(-4)-11*q**(-3)+ 18*q**(-2)-24*q**(-1)+ 27-26*q+ 23*q**2-16*q**3+ 9*q**4-4*q**5+ q**6,"[1,-2,1,3,-2,1,3,-2,-2,-2,3]",-t^(-5)+ 5*t^(-4)-11*t^(-3)+ 18*t^(-2)-24*t^(-1)+ 27-26*t+ 23*t^2-16*t^3+ 9*t^4-4*t^5+ t^6,true
11a_352,11,5,"[-1, -1, 2, 1, -3, 2, -1, 2, 4, -3, 2, 4, -3, 4]",-q**(-4)+ 5*q**(-3)-9*q**(-2)+ 14*q**(-1)-19+ 21*q-21*q**2+ 19*q**3-13*q**4+ 8*q**5-4*q**6+ q**7,"[-1,-1,2,1,-3,2,-1,2,4,-3,2,4,-3,4]",-t^(-4)+ 5*t^(-3)-9*t^(-2)+ 14*t^(-1)-19+ 21*t-21*t^2+ 19*t^3-13*t^4+ 8*t^5-4*t^6+ t^7,true
11a_353,11,4,"[1, 1, 2, 2, 2, -3, 2, -1, 2, 2, 3, 3, 2]",q**3-3*q**4+ 8*q**5-12*q**6+ 17*q**7-20*q**8+ 20*q**9-17*q**10+ 13*q**11-8*q**12+ 3*q**13-q**14,"[1,1,2,2,2,-3,2,-1,2,2,3,3,2]",t^3-3*t^4+ 8*t^5-12*t^6+ 17*t^7-20*t^8+ 20*t^9-17*t^10+ 13*t^11-8*t^12+ 3*t^13-t^14,true
11a_354,11,5,"[1, 1, 1, 2, -1, 2, 1, -3, 2, -1, 2, 3, 3, 4, -3, 4]",q**2-3*q**3+ 7*q**4-11*q**5+ 15*q**6-16*q**7+ 17*q**8-14*q**9+ 10*q**10-7*q**11+ 3*q**12-q**13,"[1,1,1,2,-1,2,1,-3,2,-1,2,3,3,4,-3,4]",t^2-3*t^3+ 7*t^4-11*t^5+ 15*t^6-16*t^7+ 17*t^8-14*t^9+ 10*t^10-7*t^11+ 3*t^12-t^13,true
11a_355,11,3,"[1, 1, 1, 1, 1, 1, 1, 2, -1, 2, 2, 2]",q**4-q**5+ 3*q**6-4*q**7+ 5*q**8-6*q**9+ 7*q**10-6*q**11+ 5*q**12-4*q**13+ 2*q**14-q**15,"[1,1,1,1,1,1,1,2,-1,2,2,2]",t^4-t^5+ 3*t^6-4*t^7+ 5*t^8-6*t^9+ 7*t^10-6*t^11+ 5*t^12-4*t^13+ 2*t^14-t^15,true
11a_356,11,4,"[1, 1, 1, 1, 2, -1, 2, 2, 2, 2, 3, -2, 3]",q**3-2*q**4+ 5*q**5-8*q**6+ 11*q**7-12*q**8+ 13*q**9-11*q**10+ 8*q**11-5*q**12+ 2*q**13-q**14,"[1,1,1,1,2,-1,2,2,2,2,3,-2,3]",t^3-2*t^4+ 5*t^5-8*t^6+ 11*t^7-12*t^8+ 13*t^9-11*t^10+ 8*t^11-5*t^12+ 2*t^13-t^14,true
11a_357,11,4,"[1, 1, 1, 1, 2, -1, 2, 2, 3, -2, 3, 3, 3]",q**3-2*q**4+ 5*q**5-8*q**6+ 12*q**7-14*q**8+ 15*q**9-13*q**10+ 10*q**11-7*q**12+ 3*q**13-q**14,"[1,1,1,1,2,-1,2,2,3,-2,3,3,3]",t^3-2*t^4+ 5*t^5-8*t^6+ 12*t^7-14*t^8+ 15*t^9-13*t^10+ 10*t^11-7*t^12+ 3*t^13-t^14,true
11a_358,11,4,"[1, 1, 1, 1, 1, 1, 1, 2, -1, 2, 3, -2, 3]",q**3-q**4+ 2*q**5-3*q**6+ 4*q**7-4*q**8+ 5*q**9-4*q**10+ 3*q**11-2*q**12+ q**13-q**14,"[1,1,1,1,1,1,1,2,-1,2,3,-2,3]",t^3-t^4+ 2*t^5-3*t^6+ 4*t^7-4*t^8+ 5*t^9-4*t^10+ 3*t^11-2*t^12+ t^13-t^14,true
11a_359,11,5,"[1, 1, 2, -1, 2, 2, 2, 2, 3, -2, 3, 4, -3, 4]",q**2-2*q**3+ 4*q**4-6*q**5+ 8*q**6-8*q**7+ 8*q**8-6*q**9+ 5*q**10-3*q**11+ q**12-q**13,"[1,1,2,-1,2,2,2,2,3,-2,3,4,-3,4]",t^2-2*t^3+ 4*t^4-6*t^5+ 8*t^6-8*t^7+ 8*t^8-6*t^9+ 5*t^10-3*t^11+ t^12-t^13,true
11a_36,11,5,"[-1, -1, -1, -2, 1, -2, -2, -3, 2, 4, 3, 3, 3, 4]",q**(-6)-4*q**(-5)+ 8*q**(-4)-13*q**(-3)+ 17*q**(-2)-19*q**(-1)+ 20-16*q+ 12*q**2-7*q**3+ 3*q**4-q**5,"[-1,-1,-1,-2,1,-2,-2,-3,2,4,3,3,3,4]",t^(-6)-4*t^(-5)+ 8*t^(-4)-13*t^(-3)+ 17*t^(-2)-19*t^(-1)+ 20-16*t+ 12*t^2-7*t^3+ 3*t^4-t^5,true
11a_360,11,5,"[1, 1, 1, 1, 2, -1, 2, 2, 3, -2, 3, 4, -3, 4]",q**2-2*q**3+ 4*q**4-6*q**5+ 8*q**6-8*q**7+ 9*q**8-7*q**9+ 5*q**10-4*q**11+ 2*q**12-q**13,"[1,1,1,1,2,-1,2,2,3,-2,3,4,-3,4]",t^2-2*t^3+ 4*t^4-6*t^5+ 8*t^6-8*t^7+ 9*t^8-7*t^9+ 5*t^10-4*t^11+ 2*t^12-t^13,true
11a_361,11,5,"[1, 1, 1, 1, 2, -1, 2, 2, 3, -2, -2, 4, -3, 2, 4, 3]",q**2-2*q**3+ 4*q**4-7*q**5+ 10*q**6-10*q**7+ 11*q**8-9*q**9+ 7*q**10-5*q**11+ 2*q**12-q**13,"[1,1,1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,3]",t^2-2*t^3+ 4*t^4-7*t^5+ 10*t^6-10*t^7+ 11*t^8-9*t^9+ 7*t^10-5*t^11+ 2*t^12-t^13,true
11a_362,11,6,"[1, 1, 2, -1, 2, 2, 3, -2, -2, 4, -3, 2, 4, 5, -4, 3, 5]",q-2*q**2+ 3*q**3-4*q**4+ 5*q**5-5*q**6+ 6*q**7-4*q**8+ 4*q**9-3*q**10+ q**11-q**12,"[1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,5,-4,3,5]",t-2*t^2+ 3*t^3-4*t^4+ 5*t^5-5*t^6+ 6*t^7-4*t^8+ 4*t^9-3*t^10+ t^11-t^12,true
11a_363,11,6,"[1, 1, 2, -1, 2, 3, -2, 3, 3, 4, -3, 4, 5, -4, 5]",q-2*q**2+ 3*q**3-4*q**4+ 5*q**5-4*q**6+ 5*q**7-4*q**8+ 3*q**9-2*q**10+ q**11-q**12,"[1,1,2,-1,2,3,-2,3,3,4,-3,4,5,-4,5]",t-2*t^2+ 3*t^3-4*t^4+ 5*t^5-4*t^6+ 5*t^7-4*t^8+ 3*t^9-2*t^10+ t^11-t^12,true
11a_364,11,3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, -1, 2]",q**4-q**5+ 2*q**6-2*q**7+ 3*q**8-3*q**9+ 3*q**10-3*q**11+ 3*q**12-2*q**13+ q**14-q**15,"[1,1,1,1,1,1,1,1,1,2,-1,2]",t^4-t^5+ 2*t^6-2*t^7+ 3*t^8-3*t^9+ 3*t^10-3*t^11+ 3*t^12-2*t^13+ t^14-t^15,true
11a_365,11,4,"[1, 1, 2, -1, 2, 2, 2, 2, 2, 2, 3, -2, 3]",q**3-2*q**4+ 4*q**5-5*q**6+ 7*q**7-8*q**8+ 8*q**9-6*q**10+ 5*q**11-3*q**12+ q**13-q**14,"[1,1,2,-1,2,2,2,2,2,2,3,-2,3]",t^3-2*t^4+ 4*t^5-5*t^6+ 7*t^7-8*t^8+ 8*t^9-6*t^10+ 5*t^11-3*t^12+ t^13-t^14,true
11a_366,11,5,"[1, 1, 2, -1, 2, 2, 2, 2, 3, -2, -2, 4, -3, 2, 4, 3]",q**2-3*q**3+ 7*q**4-10*q**5+ 12*q**6-13*q**7+ 13*q**8-9*q**9+ 7*q**10-4*q**11+ q**12-q**13,"[1,1,2,-1,2,2,2,2,3,-2,-2,4,-3,2,4,3]",t^2-3*t^3+ 7*t^4-10*t^5+ 12*t^6-13*t^7+ 13*t^8-9*t^9+ 7*t^10-4*t^11+ t^12-t^13,true
11a_367,11,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",q**5+ q**7-q**8+ q**9-q**10+ q**11-q**12+ q**13-q**14+ q**15-q**16,"[1,1,1,1,1,1,1,1,1,1,1]",t^5+ t^7-t^8+ t^9-t^10+ t^11-t^12+ t^13-t^14+ t^15-t^16,true
11a_37,11,5,"[1, 1, 2, -1, -3, 2, -3, 4, -3, -3, 4, 4]",q**(-4)-3*q**(-3)+ 7*q**(-2)-10*q**(-1)+ 13-15*q+ 14*q**2-12*q**3+ 9*q**4-5*q**5+ 3*q**6-q**7,"[1,1,2,-1,-3,2,-3,4,-3,-3,4,4]",t^(-4)-3*t^(-3)+ 7*t^(-2)-10*t^(-1)+ 13-15*t+ 14*t^2-12*t^3+ 9*t^4-5*t^5+ 3*t^6-t^7,true
11a_38,11,5,"[-1, -1, 4, 2, -3, 4, 2, -3, -3, 1, 2, -3, 1, -2]",q**(-6)-3*q**(-5)+ 7*q**(-4)-12*q**(-3)+ 16*q**(-2)-19*q**(-1)+ 19-16*q+ 13*q**2-7*q**3+ 3*q**4-q**5,"[-1,-1,4,2,-3,4,2,-3,-3,1,2,-3,1,-2]",t^(-6)-3*t^(-5)+ 7*t^(-4)-12*t^(-3)+ 16*t^(-2)-19*t^(-1)+ 19-16*t+ 13*t^2-7*t^3+ 3*t^4-t^5,true
11a_39,11,5,"[-1, -1, -1, 2, -1, -3, 2, 4, 3, 3, 3, 4]",q**(-4)-3*q**(-3)+ 7*q**(-2)-11*q**(-1)+ 14-16*q+ 16*q**2-13*q**3+ 10*q**4-6*q**5+ 3*q**6-q**7,"[-1,-1,-1,2,-1,-3,2,4,3,3,3,4]",t^(-4)-3*t^(-3)+ 7*t^(-2)-11*t^(-1)+ 14-16*t+ 16*t^2-13*t^3+ 10*t^4-6*t^5+ 3*t^6-t^7,true
